Date,open,high,low,close,adjclose,volume,dividends,stock_splits,capital_gains
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,383.9295654296875,30545400,0.0,0.0,0.0
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,377.80316162109375,67881600,0.0,0.0,0.0
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,377.154296875,52310000,0.0,0.0,0.0
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,389.03485107421875,144566700,0.0,0.0,0.0
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,388.7485656738281,76398200,0.0,0.0,0.0
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,388.30010986328125,85342700,0.0,0.0,0.0
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,381.3148498535156,77289800,0.0,0.0,0.0
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,375.81829833984375,77972200,0.0,0.0,0.0
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,375.17889404296875,65927900,0.0,0.0,0.0
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,378.1180114746094,60737900,0.0,0.0,0.0
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,375.2934265136719,81447700,0.0,0.0,0.0
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,380.7041320800781,75405800,0.0,0.0,0.0
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,383.5860290527344,123782500,0.0,0.0,0.0
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,381.1335144042969,108111300,0.0,0.0,0.0
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,371.81036376953125,117705900,0.0,0.0,0.0
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,367.42071533203125,119858000,1.781,0.0,0.0
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,364.3050842285156,79878100,0.0,0.0,0.0
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,364.8036193847656,74427200,0.0,0.0,0.0
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,370.25830078125,78167400,0.0,0.0,0.0
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,364.9761962890625,100120900,0.0,0.0,0.0
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,367.07568359375,59857300,0.0,0.0,0.0
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,365.62811279296875,51638200,0.0,0.0,0.0
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,361.0840759277344,70911500,0.0,0.0,0.0
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,367.5837097167969,66970900,0.0,0.0,0.0
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,366.61541748046875,84022200,0.0,0.0,0.0
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,365.0719909667969,74850700,0.0,0.0,0.0
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,367.8904724121094,85934100,0.0,0.0,0.0
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,363.69158935546875,76970500,0.0,0.0,0.0
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,372.0317687988281,104189600,0.0,0.0,0.0
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,371.8209533691406,73978100,0.0,0.0,0.0
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,374.42840576171875,65358100,0.0,0.0,0.0
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,379.1641845703125,68881100,0.0,0.0,0.0
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,380.5445861816406,90157700,0.0,0.0,0.0
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,382.0209655761719,63903900,0.0,0.0,0.0
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,381.3211364746094,62677300,0.0,0.0,0.0
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,375.3008117675781,99632300,0.0,0.0,0.0
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,372.5686950683594,86958900,0.0,0.0,0.0
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,379.5093078613281,91806400,0.0,0.0,0.0
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,384.06280517578125,84178800,0.0,0.0,0.0
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,383.650634765625,59524900,0.0,0.0,0.0
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,383.79437255859375,84800300,0.0,0.0,0.0
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,388.0124816894531,72287400,0.0,0.0,0.0
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,388.9040222167969,68346200,0.0,0.0,0.0
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,384.0245056152344,74202000,0.0,0.0,0.0
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,389.6709289550781,86811800,0.0,0.0,0.0
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,393.81231689453125,101459200,0.0,0.0,0.0
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,399.5450439453125,101654500,0.0,0.0,0.0
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,395.2981872558594,94736800,0.0,0.0,0.0
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,392.8823547363281,60295300,0.0,0.0,0.0
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,398.0207824707031,90990700,0.0,0.0,0.0
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,393.6685485839844,76227500,0.0,0.0,0.0
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,390.25567626953125,78694900,0.0,0.0,0.0
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,391.1663818359375,70769700,0.0,0.0,0.0
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,395.75836181640625,64913500,0.0,0.0,0.0
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,395.57623291015625,88389300,0.0,0.0,0.0
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,396.86077880859375,61555700,0.0,0.0,0.0
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,391.396484375,76431500,0.0,0.0,0.0
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,390.4186706542969,89257800,0.0,0.0,0.0
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,382.5865173339844,82655900,0.0,0.0,0.0
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,382.059326171875,83742300,0.0,0.0,0.0
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,384.09161376953125,96242400,0.0,0.0,0.0
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,379.98858642578125,108194400,0.0,0.0,0.0
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,381.2828063964844,80444700,0.0,0.0,0.0
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,379.87359619140625,96438600,0.0,0.0,0.0
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,378.4163818359375,99706800,0.0,0.0,0.0
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,381.35943603515625,85127800,0.0,0.0,0.0
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,387.4755859375,90120000,0.0,0.0,0.0
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,387.74407958984375,72795900,0.0,0.0,0.0
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,381.8003845214844,108310600,0.0,0.0,0.0
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,382.423583984375,74746600,0.0,0.0,0.0
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,375.367919921875,111945300,0.0,0.0,0.0
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,369.9515686035156,189253000,0.0,0.0,0.0
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,369.4242858886719,157790000,0.0,0.0,0.0
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,375.5309143066406,149752400,0.0,0.0,0.0
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,373.1822509765625,172996900,0.0,0.0,0.0
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,379.7297668457031,143254200,0.0,0.0,0.0
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,375.2897033691406,140553400,1.506,0.0,0.0
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,378.8983459472656,93055800,0.0,0.0,0.0
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,383.8734436035156,91524200,0.0,0.0,0.0
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,377.3298034667969,111746600,0.0,0.0,0.0
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,378.3498840332031,119351300,0.0,0.0,0.0
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,380.83258056640625,107682400,0.0,0.0,0.0
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,381.544677734375,74010400,0.0,0.0,0.0
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,380.68829345703125,62871700,0.0,0.0,0.0
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,386.2215270996094,77497900,0.0,0.0,0.0
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,388.4829406738281,69840000,0.0,0.0,0.0
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,393.9584655761719,112062600,0.0,0.0,0.0
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,395.4596252441406,67391100,0.0,0.0,0.0
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,393.2655334472656,66601500,0.0,0.0,0.0
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,392.23590087890625,65200200,0.0,0.0,0.0
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,393.7659606933594,63743300,0.0,0.0,0.0
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,394.170166015625,63681000,0.0,0.0,0.0
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,394.2760009765625,59297900,0.0,0.0,0.0
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,392.66888427734375,86420400,0.0,0.0,0.0
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,397.8846130371094,85814800,0.0,0.0,0.0
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,396.9127502441406,78161500,0.0,0.0,0.0
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,398.3369445800781,66436400,0.0,0.0,0.0
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,398.59674072265625,63560000,0.0,0.0,0.0
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,398.52935791015625,55227300,0.0,0.0,0.0
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,396.35455322265625,75840400,0.0,0.0,0.0
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,396.66253662109375,73457400,0.0,0.0,0.0
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,397.0763244628906,64332100,0.0,0.0,0.0
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,390.773193359375,97766700,0.0,0.0,0.0
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,389.1180114746094,80447000,0.0,0.0,0.0
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,396.8646240234375,92968400,0.0,0.0,0.0
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,400.2519226074219,89433100,0.0,0.0,0.0
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,399.8477783203125,62122300,0.0,0.0,0.0
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,395.3538513183594,103998500,0.0,0.0,0.0
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,392.6400146484375,91531800,0.0,0.0,0.0
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,389.8590393066406,94901900,0.0,0.0,0.0
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,397.0763244628906,87891800,0.0,0.0,0.0
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,397.1821594238281,50046800,0.0,0.0,0.0
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,395.4404296875,49220100,0.0,0.0,0.0
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,397.28802490234375,96142900,0.0,0.0,0.0
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,396.5951843261719,70157100,0.0,0.0,0.0
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,396.07550048828125,70481500,0.0,0.0,0.0
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,397.4420166015625,54289400,0.0,0.0,0.0
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,394.7859802246094,57705500,0.0,0.0,0.0
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,399.5783386230469,87287000,0.0,0.0,0.0
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,403.42755126953125,97177200,0.0,0.0,0.0
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,402.8405456542969,103793300,0.0,0.0,0.0
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,403.004150390625,60745400,0.0,0.0,0.0
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,398.48126220703125,86383500,0.0,0.0,0.0
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,395.5943603515625,89213700,0.0,0.0,0.0
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,399.02020263671875,90961600,0.0,0.0,0.0
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,404.187744140625,93830000,0.0,0.0,0.0
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,404.3416442871094,72216000,0.0,0.0,0.0
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,402.09954833984375,110811800,0.0,0.0,0.0
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,405.919921875,88865000,0.0,0.0,0.0
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,411.7899169921875,91426200,0.0,0.0,0.0
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,411.0008850097656,65460200,0.0,0.0,0.0
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,411.8958435058594,64022200,0.0,0.0,0.0
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,410.47161865234375,85373300,0.0,0.0,0.0
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,412.9543762207031,61952800,0.0,0.0,0.0
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,413.6953125,85742800,0.0,0.0,0.0
2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,417.4483642578125,76104300,0.0,0.0,0.0
2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,420.2005310058594,95899700,0.0,0.0,0.0
2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,420.7008972167969,100612100,0.0,0.0,0.0
2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,425.9165954589844,110303100,0.0,0.0,0.0
2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,424.4659118652344,114165800,1.638,0.0,0.0
2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,422.263671875,76160400,0.0,0.0,0.0
2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,420.1000671386719,76982300,0.0,0.0,0.0
2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,421.6165466308594,70637200,0.0,0.0,0.0
2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,418.4290771484375,92074500,0.0,0.0,0.0
2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,416.719482421875,72823600,0.0,0.0,0.0
2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,421.28814697265625,72813700,0.0,0.0,0.0
2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,421.50067138671875,75636000,0.0,0.0,0.0
2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,423.1618957519531,67882300,0.0,0.0,0.0
2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,428.1555480957031,104964000,0.0,0.0,0.0
2023-07-03,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,428.648193359375,32793400,0.0,0.0,0.0
2023-07-05,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,428.0106506347656,58418400,0.0,0.0,0.0
2023-07-06,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,424.6590270996094,80658300,0.0,0.0,0.0
2023-07-07,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,423.5868835449219,86134200,0.0,0.0,0.0
2023-07-10,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,424.6590270996094,62443500,0.0,0.0,0.0
2023-07-11,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,427.3634948730469,64463800,0.0,0.0,0.0
2023-07-12,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,430.8020324707031,91924500,0.0,0.0,0.0
2023-07-13,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,434.2212829589844,72425200,0.0,0.0,0.0
2023-07-14,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,433.9508056640625,69815800,0.0,0.0,0.0
2023-07-17,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,435.45758056640625,52680200,0.0,0.0,0.0
2023-07-18,450.5,454.8599853515625,450.04998779296875,454.19000244140625,438.69329833984375,80668200,0.0,0.0,0.0
2023-07-19,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,439.6688232421875,65891700,0.0,0.0,0.0
2023-07-20,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,436.75189208984375,70591600,0.0,0.0,0.0
2023-07-21,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,436.75189208984375,71275600,0.0,0.0,0.0
2023-07-24,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,438.7029724121094,54023400,0.0,0.0,0.0
2023-07-25,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,439.9006042480469,55191200,0.0,0.0,0.0
2023-07-26,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,439.9682312011719,71052900,0.0,0.0,0.0
2023-07-27,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,437.0513000488281,92194400,0.0,0.0,0.0
2023-07-28,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,441.3301086425781,80011800,0.0,0.0,0.0
2023-07-31,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,442.17047119140625,62040400,0.0,0.0,0.0
2023-08-01,456.2699890136719,457.25,455.489990234375,456.4800109863281,440.9051513671875,55291500,0.0,0.0,0.0
2023-08-02,453.25,453.5199890136719,449.3500061035156,450.1300048828125,434.7718200683594,93933400,0.0,0.0,0.0
2023-08-03,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,433.52581787109375,64276100,0.0,0.0,0.0
2023-08-04,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,431.5650634765625,100128900,0.0,0.0,0.0
2023-08-07,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,435.33203125,58357500,0.0,0.0,0.0
2023-08-08,448.0799865722656,450.70001220703125,445.2699890136719,448.75,433.4388427734375,71361300,0.0,0.0,0.0
2023-08-09,449.0299987792969,449.20001220703125,444.9599914550781,445.75,430.5412292480469,78789600,0.0,0.0,0.0
2023-08-10,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,430.6957702636719,93005500,0.0,0.0,0.0
2023-08-11,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,430.44464111328125,68690900,0.0,0.0,0.0
2023-08-14,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,432.8207092285156,47867400,0.0,0.0,0.0
2023-08-15,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,427.7788391113281,75707500,0.0,0.0,0.0
2023-08-16,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,424.6397399902344,80107200,0.0,0.0,0.0
2023-08-17,441.1600036621094,441.42999267578125,435.75,436.2900085449219,421.4040222167969,95711300,0.0,0.0,0.0
2023-08-18,433.3699951171875,437.57000732421875,433.010009765625,436.5,421.6069030761719,98852000,0.0,0.0,0.0
2023-08-21,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,424.3500061035156,68719000,0.0,0.0,0.0
2023-08-22,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,423.2005310058594,64994200,0.0,0.0,0.0
2023-08-23,439.25,443.6700134277344,439.1000061035156,443.0299987792969,427.9140319824219,68441000,0.0,0.0,0.0
2023-08-24,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,421.98358154296875,88517300,0.0,0.0,0.0
2023-08-25,438.67999267578125,441.29998779296875,435.0,439.9700012207031,424.9584655761719,102325100,0.0,0.0,0.0
2023-08-28,442.239990234375,443.3999938964844,439.9700012207031,442.760009765625,427.6532287597656,61595400,0.0,0.0,0.0
2023-08-29,442.6499938964844,449.45001220703125,442.4599914550781,449.1600036621094,433.8348693847656,83081900,0.0,0.0,0.0
2023-08-30,449.510009765625,451.6700134277344,448.7799987792969,451.010009765625,435.6217956542969,69053900,0.0,0.0,0.0
2023-08-31,451.6499938964844,452.8299865722656,450.1600036621094,450.3500061035156,434.9842834472656,66084600,0.0,0.0,0.0
2023-09-01,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,435.795654296875,58944100,0.0,0.0,0.0
2023-09-05,450.7300109863281,451.05999755859375,449.1700134277344,449.239990234375,433.91217041015625,55166200,0.0,0.0,0.0
2023-09-06,448.3999938964844,448.510009765625,443.80999755859375,446.2200012207031,430.99517822265625,70758500,0.0,0.0,0.0
2023-09-07,443.1099853515625,445.54998779296875,442.75,444.8500061035156,429.6719665527344,70355400,0.0,0.0,0.0
2023-09-08,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,430.3191223144531,61659700,0.0,0.0,0.0
2023-09-11,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,433.1491394042969,60180100,0.0,0.0,0.0
2023-09-12,446.95001220703125,448.5299987792969,445.3900146484375,445.989990234375,430.7730407714844,67565400,0.0,0.0,0.0
2023-09-13,446.2200012207031,447.7099914550781,445.0799865722656,446.510009765625,431.2752990722656,60199300,0.0,0.0,0.0
2023-09-14,449.07000732421875,451.0799865722656,447.7200012207031,450.3599853515625,434.9939270019531,83430800,0.0,0.0,0.0
2023-09-15,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,429.75299072265625,111848900,1.583,0.0,0.0
2023-09-18,443.04998779296875,444.9700012207031,442.55999755859375,443.6300048828125,430.0050354003906,55752200,0.0,0.0,0.0
2023-09-19,442.67999267578125,443.2900085449219,439.94000244140625,442.7099914550781,429.11322021484375,66514600,0.0,0.0,0.0
2023-09-20,444.010009765625,444.44000244140625,438.42999267578125,438.6400146484375,425.16827392578125,82562600,0.0,0.0,0.0
2023-09-21,435.70001220703125,435.9700012207031,431.2300109863281,431.3900146484375,418.1409606933594,104095800,0.0,0.0,0.0
2023-09-22,432.45001220703125,434.1000061035156,429.989990234375,430.4200134277344,417.20074462890625,100829700,0.0,0.0,0.0
2023-09-25,429.1700134277344,432.2699890136719,428.7200012207031,432.2300109863281,418.9551696777344,70874500,0.0,0.0,0.0
2023-09-26,429.0899963378906,429.82000732421875,425.0199890136719,425.8800048828125,412.8001708984375,96168400,0.0,0.0,0.0
2023-09-27,427.0899963378906,427.6700134277344,422.2900085449219,426.04998779296875,412.9649658203125,104705800,0.0,0.0,0.0
2023-09-28,425.4800109863281,430.25,424.8699951171875,428.5199890136719,415.3590393066406,92258300,0.0,0.0,0.0
2023-09-29,431.6700134277344,431.8500061035156,425.9100036621094,427.4800109863281,414.3510437011719,115111300,0.0,0.0,0.0
2023-10-02,426.6199951171875,428.6000061035156,424.4599914550781,427.30999755859375,414.186279296875,83798600,0.0,0.0,0.0
2023-10-03,425.05999755859375,427.3699951171875,420.17999267578125,421.5899963378906,408.64190673828125,103760600,0.0,0.0,0.0
2023-10-04,422.07000732421875,425.42999267578125,420.55999755859375,424.6600036621094,411.61761474609375,87453000,0.0,0.0,0.0
2023-10-05,424.3599853515625,425.3699951171875,421.1700134277344,424.5,411.4625549316406,70142700,0.0,0.0,0.0
2023-10-06,421.9700012207031,431.1300048828125,420.6000061035156,429.5400085449219,416.3477783203125,113273300,0.0,0.0,0.0
2023-10-09,427.5799865722656,432.8800048828125,427.010009765625,432.2900085449219,419.0133056640625,80374400,0.0,0.0,0.0
2023-10-10,432.94000244140625,437.2200012207031,432.5299987792969,434.5400085449219,421.1942138671875,78607300,0.0,0.0,0.0
2023-10-11,435.6400146484375,436.5799865722656,433.17999267578125,436.32000732421875,422.9195556640625,62451700,0.0,0.0,0.0
2023-10-12,436.95001220703125,437.3399963378906,431.2300109863281,433.6600036621094,420.3411865234375,81154200,0.0,0.0,0.0
2023-10-13,435.2099914550781,436.45001220703125,429.8800048828125,431.5,418.2475891113281,95143100,0.0,0.0,0.0
2023-10-16,433.82000732421875,437.1400146484375,433.57000732421875,436.0400085449219,422.6481628417969,75433200,0.0,0.0,0.0
2023-10-17,432.80999755859375,438.1400146484375,432.45001220703125,436.0199890136719,422.62872314453125,75324700,0.0,0.0,0.0
2023-10-18,434.19000244140625,435.17999267578125,429.0899963378906,430.2099914550781,416.9971618652344,93559800,0.0,0.0,0.0
